LAMMPS data file generated via init_lammps.jl. Written by Simon Alberti.
49 49 1 0.0 1.667130449428841 -1.4192087924798447 -7.320089488709122 0 0 0
50 50 1 0.0 -2.7847131527737545 -0.1422106186663994 11.807161457898673 0 0 0
51 51 1 0.0 2.031023592472615 4.043961238497998 0.1596723474610542 0 0 0
52 52 1 0.0 3.404030747915078 -4.7298503274350345 -14.298820817973711 0 0 0
53 53 1 0.0 -4.430620235806696 -4.838588293699788 -9.482275887925123 0 0 0
54 54 1 0.0 -1.1355869970769472 0.05760587903825254 8.909365862844265 0 0 0
55 55 1 0.0 3.85057524871573 2.96799686548993 -8.469585108990998 0 0 0
56 56 1 0.0 1.8055562156889806 0.18348828925766814 9.653325905610032 0 0 0
57 57 1 0.0 -3.7775509410106354 -3.587434357686411 0.38426390223200535 0 0 0
58 58 1 0.0 -1.4769500370629727 4.346404276820371 -6.3362402678746115 0 0 0
59 59 1 0.0 -0.09040749986712626 0.20475711457995338 -9.909317600752757 0 0 0
60 60 1 0.0 0.7248191662874062 4.370454458044868 -1.655271726660306 0 0 0
61 61 1 0.0 1.0865061198553168 -1.036852944414095 -8.944775196228383 0 0 0
62 62 1 0.0 4.22996083079995 4.942464069477193 1.3903679718344257 0 0 0
63 63 1 0.0 -4.814032648691579 2.7806975066153132 1.2967864040593717 0 0 0
64 64 1 0.0 -3.850068094627149 1.2075614198833549 7.034907473395588 0 0 0
65 65 1 0.0 2.1991424398692345 2.47938182642634 -2.7312791536517658 0 0 0
66 66 1 0.0 -4.418059485483571 -0.19180578226008382 -11.789427668701414 0 0 0
67 67 1 0.0 2.7127291271944856 -3.903334487354905 4.031154563458937 0 0 0
68 68 1 0.0 -4.31298898766824 2.9618328531107547 14.949768060468571 0 0 0
69 69 1 0.0 -1.5592762853089024 -4.951069372242007 14.936202163615473 0 0 0
70 70 1 0.0 1.9476850234961915 -3.2906444591791386 -7.441148007530851 0 0 0
71 71 1 0.0 2.1082614914928355 1.7896868588093007 -13.508588147343009 0 0 0
72 72 1 0.0 2.245234116761977 -2.4437171646958724 -8.136441211027956 0 0 0
73 73 1 0.0 4.083091430607775 0.7456014055076938 12.983791720379283 0 0 0
74 74 1 0.0 -2.6987421348016016 1.9757343166989774 1.019722456414442 0 0 0
75 75 1 0.0 1.7107923756866938 -2.410121492500681 -10.887366442127302 0 0 0
76 76 1 0.0 0.9481684083826298 -3.657499664665843 7.762040575313662 0 0 0
77 77 1 0.0 4.423511385283593 3.233149593118295 7.971974101874455 0 0 0
78 78 1 0.0 -2.856659005895681 0.515116139449102 -2.214875023395784 0 0 0
79 79 1 0.0 -3.8251842242959944 0.8077267194609163 -4.461587918960101 0 0 0
80 80 1 0.0 4.057577097104087 2.4818758797159024 9.453657834028562 0 0 0
81 81 1 0.0 -0.3432476988113926 3.86558448887493 -2.5723332715596765 0 0 0
82 82 1 0.0 1.4416512278271476 -4.856821143500431 -14.264632459260634 0 0 0
83 83 1 0.0 -0.5667716285831386 0.3860915806898344 5.445123878895007 0 0 0
84 84 1 0.0 1.1751762147425566 -4.351539596898542 -8.03474228803419 0 0 0
85 85 1 0.0 4.062445383643601 3.3702691337496056 1.4326234125602788 0 0 0
86 86 1 0.0 4.2552772585277285 -0.32923715837914 3.0797326212472704 0 0 0
87 87 1 0.0 0.6326372361310071 -2.047497092741505 -12.983979728078811 0 0 0
88 88 1 0.0 0.8692238925692122 -3.086730310398903 -11.53133130356632 0 0 0
89 89 1 0.0 -3.282741694002307 3.9354761276909915 -10.298422278433375 0 0 0
90 90 1 0.0 0.14459576653563122 -3.3031670701635507 12.462648036743534 0 0 0
91 91 1 0.0 -3.326808973191877 0.1636776873282919 -12.175257189533273 0 0 0
92 92 1 0.0 2.3065987077307124 3.1259298820251367 -4.113453152951063 0 0 0
93 93 1 0.0 3.871039121832414 -0.45868922704400816 11.659154306781272 0 0 0
94 94 1 0.0 0.8575351422822592 -0.9511635993643273 13.356131962203051 0 0 0
95 95 1 0.0 -3.039284422659642 0.45347421223271045 2.8189951876492216 0 0 0
96 96 1 0.0 1.7123665188459745 -2.9167905192378196 -11.703295017951351 0 0 0
97 97 1 0.0 0.7513649604674857 -4.457285253229836 9.275705005377514 0 0 0
98 98 1 0.0 -4.009599416334986 2.1405738495351905 1.0268276040881936 0 0 0
99 99 1 0.0 -4.780386685619043 -3.7984505457797377 14.00091938891989 0 0 0
100 100 1 0.0 -1.9176621635099975 1.602094659087033 8.546988732261852 0 0 0
101 101 1 0.0 2.6339572755651064 4.946680349340472 -1.6402177856429727 0 0 0
102 102 1 0.0 -0.2586470226386748 -4.963938001734432 7.908833768294528 0 0 0
103 103 1 0.0 1.8422356720573472 -2.2072429315329023 2.939641226623813 0 0 0
104 104 1 0.0 -4.525682606744668 1.1180079944623555 3.9470357658292805 0 0 0
105 105 1 0.0 2.808409921137512 -2.3038821047025992 -1.1926042089706854 0 0 0
106 106 1 0.0 4.331354912603075 -0.14341301233083925 10.2585358144633 0 0 0
107 107 1 0.0 1.0129127357686185 -4.877101353347882 4.097308451233555 0 0 0
108 108 1 0.0 0.26176102561452286 -0.7191612317924854 6.373698606746331 0 0 0
109 109 1 0.0 -0.31785482945300014 0.15170517382683535 -12.183333048830688 0 0 0
110 110 1 0.0 0.0406006177416014 -2.291478753412189 4.054959845568209 0 0 0
111 111 1 0.0 3.157730085079976 0.16430518763746438 14.623132081989166 0 0 0
112 112 1 0.0 3.065074507448408 -3.697266655709126 8.30490307576829 0 0 0
113 113 1 0.0 -1.0744868505465908 -0.33726987326827995 3.9467935178470306 0 0 0
114 114 1 0.0 -2.040964500414945 0.6385861997752365 -12.289189720437586 0 0 0
115 115 1 0.0 0.4132029826779773 4.082429278524581 7.314391455291219 0 0 0
116 116 1 0.0 2.0279079072786406 -2.503720341937007 11.233822552604394 0 0 0
117 117 1 0.0 -4.947794811609318 0.4230507543257769 -4.842804805976847 0 0 0
118 118 1 0.0 1.2616635125726923 -2.4064988956651776 -9.203026474333509 0 0 0
119 119 1 0.0 0.24466263163575874 -4.440659574073847 11.143473362620533 0 0 0
120 120 1 0.0 2.125513286304736 -3.7062558281061775 12.92377256663535 0 0 0
121 121 1 0.0 2.426948871137621 3.651805614212611 -9.741559342599297 0 0 0
122 122 1 0.0 -0.35577394131481643 4.804123863473707 0.542344846496869 0 0 0
123 123 1 0.0 3.585800471167987 1.925284454306727 10.37549260537228 0 0 0
124 124 1 0.0 -0.7972448733123159 3.0503638283665744 6.857278095135424 0 0 0
125 125 1 0.0 -0.71576543712996 3.9796057068335173 13.502384724400446 0 0 0
126 126 1 0.0 -4.968970297646629 -0.6339884321129716 10.5886215618808 0 0 0
127 127 1 0.0 -3.504156802753622 1.4503594417051522 10.924872934295895 0 0 0
128 128 1 0.0 3.1069984323689113 -4.5175257637076305 4.901079446337853 0 0 0
129 129 1 0.0 2.1947205567771206 -1.9877868923279673 0.34763006359423976 0 0 0
130 130 1 0.0 -1.115268178545008 -1.5327050275776823 5.481736656669714 0 0 0
131 131 1 0.0 -2.6212271497219906 -3.392050641166401 -4.387726302645003 0 0 0
132 132 1 0.0 -1.0825351582987484 0.8613119778613756 -13.021298685887947 0 0 0
133 133 1 0.0 4.4840434506043145 -3.2971001579377934 -11.372457964344553 0 0 0
134 134 1 0.0 1.8724387349278846 -1.0299579177011573 13.970807659899688 0 0 0
135 135 1 0.0 2.027733502489612 4.746151206760983 -12.957056319247787 0 0 0
136 136 1 0.0 2.1314398363831124 -1.569080269928358 -10.556626279271702 0 0 0
137 137 1 0.0 -4.324935266717096 -3.7767722784071935 -9.861863602041755 0 0 0
138 138 1 0.0 1.0386688377207323 0.5908328878127644 -6.727675801414305 0 0 0
139 139 1 0.0 4.082958293259836 1.3648105959245873 7.67537513192644 0 0 0
140 140 1 0.0 4.471407283254457 4.0201585149174885 -12.616028593093828 0 0 0
141 141 1 0.0 0.0034786493990512923 3.464904559029323 1.441243010384138 0 0 0
142 142 1 0.0 -2.0609650491012053 4.178785520874301 8.330596897615177 0 0 0
143 143 1 0.0 4.146466064070443 4.477605943603965 -6.2873175747996815 0 0 0
144 144 1 0.0 1.6297470996407473 -0.10106915399548111 -6.318639762994119 0 0 0
145 145 1 0.0 1.1910461423614462 3.816172538681549 -3.3792255798419166 0 0 0
146 146 1 0.0 -0.026818995452658534 0.364434466465978 -8.13846566635258 0 0 0
147 147 1 0.0 4.985987064480705 1.4400528369880696 5.363967957537984 0 0 0
148 148 1 0.0 1.1361509661196534 4.7583649501213685 2.6500606171766634 0 0 0
149 149 1 0.0 0.4873521608246465 -1.7822307090343537 -1.5056407081750685 0 0 0
150 150 1 0.0 -4.527438826104978 2.2036099601287464 5.661393847406586 0 0 0
151 151 1 0.0 1.551348950252443 -4.874384617292559 -0.10697836760828672 0 0 0
152 152 1 0.0 4.830603060221444 0.045884815995551165 -3.7105205799200593 0 0 0
153 153 1 0.0 2.172862312197557 0.4483301299209552 -1.590929922886339 0 0 0
154 154 1 0.0 3.5003065066138 -3.2067807325145736 14.428615588739856 0 0 0
155 155 1 0.0 -3.74902281991367 2.9348135072557104 -12.711220964455926 0 0 0
156 156 1 0.0 -2.0150071159101635 3.9742206031544285 2.9501730561999295 0 0 0
157 157 1 0.0 4.097799345085795 -2.1049607729462485 2.4456256286773623 0 0 0
158 158 1 0.0 -4.12530657625045 4.0853915114444135 -3.724230305732757 0 0 0
159 159 1 0.0 -3.478439073226781 -3.1482467777647924 -12.607897051309749 0 0 0
160 160 1 0.0 -0.585714631341431 3.7709451437451307 8.665179744079293 0 0 0
161 161 1 0.0 3.554954252262551 3.721749892217961 -10.688589602612979 0 0 0
162 162 1 0.0 -1.1707200401381321 -4.038531975105154 -10.631938086461638 0 0 0
163 163 1 0.0 -3.1171544162353526 -0.9097635934069093 1.8449229680633223 0 0 0
164 164 1 0.0 -4.045652094104911 1.3921055352656673 -8.585437784459575 0 0 0
165 165 1 0.0 -2.6483193227658486 4.184095087789286 4.4291820567743585 0 0 0
166 166 1 0.0 2.9191657261719675 4.833894114651017 -8.898724519029514 0 0 0
167 167 1 0.0 -0.47442956608636155 3.2498230182284615 -13.444034487136662 0 0 0
168 168 1 0.0 -2.998122215180583 -4.741908257282036 -9.617392949883918 0 0 0
169 169 1 0.0 -4.680196299020073 -2.459215213031778 -14.13668883645942 0 0 0
170 170 1 0.0 -2.4550386404551308 0.2903119245992265 -9.076552261082048 0 0 0
171 171 1 0.0 -1.1871420621096096 -0.2189881254761703 -2.1970659546398235 0 0 0
172 172 1 0.0 2.0960459432953 4.502304100870424 -2.0046006574170345 0 0 0
173 173 1 0.0 3.58598188257411 0.3813075063338953 2.900234291792877 0 0 0
174 174 1 0.0 -3.3180436546448 2.6527425963388183 -0.4548037284813162 0 0 0
175 175 1 0.0 0.3594732174479116 2.308909862021851 -13.872900523327464 0 0 0
176 176 1 0.0 -0.05661690069653336 4.82904989342596 -9.342177168783271 0 0 0
177 177 1 0.0 2.7973670539053606 3.298046642243161 -2.3930083354108653 0 0 0
178 178 1 0.0 -4.098579576062209 -4.778401374462203 7.975496185395805 0 0 0
179 179 1 0.0 3.0810508424442347 1.1385987677824545 -3.627583150699513 0 0 0
180 180 1 0.0 3.6710716420854688 -1.798488815815762 7.204594212318852 0 0 0
181 181 1 0.0 -0.12217696094310782 -1.716883122492816 -14.559225600414834 0 0 0
182 182 1 0.0 4.311861365839707 1.7156001903560947 5.816586094339474 0 0 0
183 183 1 0.0 -0.7935667567840055 -0.6012876302043892 -1.1219153093056118 0 0 0
184 184 1 0.0 -4.244585430337898 -2.1231639532570434 10.99699538955544 0 0 0
185 185 1 0.0 1.209442382808092 0.0004154556320532521 -1.3402301774016152 0 0 0
186 186 1 0.0 -0.63592793767973 -2.9650066142860707 -5.165069328075035 0 0 0
187 187 1 0.0 -1.6955920341546662 1.5293585492393902 -11.27847183914853 0 0 0
188 188 1 0.0 1.4593081871268438 1.3659689740472905 -10.112848868066221 0 0 0
189 189 1 0.0 4.383193231071491 2.1654373630696977 -3.7856767445552073 0 0 0
190 190 1 0.0 -2.967159786866933 2.278418600127665 4.091850550114369 0 0 0
191 191 1 0.0 -3.938804537082068 0.6993850939966242 4.4284323154497365 0 0 0
192 192 1 0.0 0.5541334233569737 0.33960069749659993 6.087614287495768 0 0 0
193 193 1 0.0 2.6425626280092924 4.355657033071017 -14.951417240852 0 0 0
194 194 1 0.0 -4.289638703466169 -4.172989171166016 9.888961256366649 0 0 0
195 195 1 0.0 -3.7957637138849143 -0.6714094010651106 -14.519661402847634 0 0 0
196 196 1 0.0 4.004089495170225 2.2869106595497612 -2.3831872040672852 0 0 0
197 197 1 0.0 -3.5759630229834882 -3.4045399704239063 3.6911042477634872 0 0 0
198 198 1 0.0 0.4565321047919557 -1.135392049411271 -10.187905738995392 0 0 0
199 199 1 0.0 -0.12467150492202617 3.5840864437875997 14.014864905353932 0 0 0
200 200 1 0.0 -0.6107654357600456 1.8192411114420395 9.706296610073103 0 0 0
201 201 1 0.0 -1.4550474679802727 0.2632708537590558 10.303299556155963 0 0 0
202 202 1 0.0 -2.0690059062255086 -0.35692342172155644 10.286529484409165 0 0 0
203 203 1 0.0 4.909470242964412 3.7058245404823875 -10.065551817000758 0 0 0
204 204 1 0.0 -0.8386549670235581 -1.1089142996875525 14.796340146905266 0 0 0
205 205 1 0.0 3.3932802899946815 -4.733686025293692 -5.59350934967623 0 0 0
206 206 1 0.0 -3.2973859546175968 -4.407329187262156 5.171805747135238 0 0 0
207 207 1 0.0 -3.0887589143019714 -2.4269969476245046 -0.8619773559641484 0 0 0
208 208 1 0.0 -2.4398445745721506 4.4267361748468605 8.91446861494854 0 0 0
209 209 1 0.0 -3.6241726337689584 3.211625938069286 -2.8612235378342916 0 0 0
210 210 1 0.0 1.1584217562129542 1.1399045008372894 12.02003288068843 0 0 0
211 211 1 0.0 1.8533154524195536 0.8478287622254408 9.108719652284638 0 0 0
212 212 1 0.0 -0.2759293774765714 1.3593393591035463 -8.7347147112834 0 0 0
213 213 1 0.0 2.105005580065935 1.3252052201260938 5.292804231984277 0 0 0
214 214 1 0.0 2.3588131658822578 -0.6867922638410313 2.509846190757667 0 0 0
215 215 1 0.0 2.395627478918609 2.2088168466309526 1.0149126626181868 0 0 0
216 216 1 0.0 -3.432502952957761 2.4354159102298576 -9.76157050213188 0 0 0
217 217 1 0.0 4.252934667379 -3.3312678312890522 0.17864154601124937 0 0 0
218 218 1 0.0 2.1367093981678504 4.9817517364366495 8.172733463660133 0 0 0
219 219 1 0.0 3.7355723517624924 -1.628458869066173 -5.044296481207626 0 0 0
220 220 1 0.0 -3.8678428007519914 1.8969633828608288 7.419328854418403 0 0 0
221 221 1 0.0 -3.7952696501233696 -2.616697474001608 7.688944228398917 0 0 0
222 222 1 0.0 3.1441111973870797 -3.974703194561534 6.912057779006851 0 0 0
223 223 1 0.0 0.4455518702668275 -3.8992349531481754 9.899255377453024 0 0 0
224 224 1 0.0 -1.3879285281040996 -3.9037625089690966 -6.887143263406939 0 0 0
225 225 1 0.0 -2.8408395367926986 2.62486988398498 -3.0352334721432133 0 0 0
226 226 1 0.0 -3.8111657963221655 -4.368205780226591 -14.552377707777207 0 0 0
227 227 1 0.0 -4.800089188213535 4.678705693244382 8.051441291855149 0 0 0
228 228 1 0.0 0.07805360635528036 -1.6955350790782333 -9.69704595178632 0 0 0
229 229 1 0.0 -0.07581027752761038 -4.809803121009831 9.664427247376416 0 0 0
230 230 1 0.0 0.4521356606831972 0.6266545773225642 -11.910911801949451 0 0 0
231 231 1 0.0 2.85234704851241 -4.902546903865862 12.655221708314329 0 0 0
232 232 1 0.0 -3.56088355090473 -3.8486467967270475 -7.425682831498089 0 0 0
233 233 1 0.0 2.652029804595725 -2.8033228387617113 -9.629309524821565 0 0 0
234 234 1 0.0 0.3784240000679233 2.100035976186473 -1.2060572028769752 0 0 0
235 235 1 0.0 -2.036422379709657 4.109085662268303 13.025288237054344 0 0 0
236 236 1 0.0 -3.75024293996981 -1.9394676311707606 -0.9229700167489128 0 0 0
237 237 1 0.0 -4.399311618799335 0.050077255264317166 4.252731359120368 0 0 0
238 238 1 0.0 3.7606154954926314 -1.0667115702378327 -3.6681315807400168 0 0 0
239 239 1 0.0 -1.440286843169555 3.976702636280802 1.615202722047833 0 0 0
240 240 1 0.0 -3.6050663002282635 0.6326587925997043 -9.323783220313471 0 0 0
241 241 1 0.0 4.5839340847262555 0.24331672494432244 4.661356718524981 0 0 0
242 242 1 0.0 4.438440401628636 2.0565763018257304 14.443055405132384 0 0 0
243 243 1 0.0 -4.86881840682252 -4.45596956807006 -5.953493855195331 0 0 0
244 244 1 0.0 -1.4194941594604673 -4.726245284788345 8.465366735227398 0 0 0
245 245 1 0.0 -3.6459311133052754 -1.0980833015127045 2.4423771261501273 0 0 0
246 246 1 0.0 3.519205905795907 3.292952500451335 12.931973498295974 0 0 0
247 247 1 0.0 4.721874482771565 0.453078208195711 -6.091314012725476 0 0 0
248 248 1 0.0 -1.7092371910918236 2.0477490882949088 -5.19777670300318 0 0 0
249 249 1 0.0 -0.9116601272947547 -0.1149718274055953 12.987642422225967 0 0 0
250 250 1 0.0 -0.47379761440022605 2.335778091424525 2.0881392433048944 0 0 0
251 251 1 0.0 -3.801537428027646 -4.013998401466448 -6.572044369397615 0 0 0
252 252 1 0.0 2.4309869279589735 0.8726260098487861 -7.0462479523949 0 0 0
253 253 1 0.0 -4.610576713035166 2.1431220870108216 10.204957053881376 0 0 0
254 254 1 0.0 -4.474008771835085 0.5033418566244201 14.538422964045285 0 0 0
255 255 1 0.0 3.2962801087381983 0.8327319947217768 13.119063922760759 0 0 0
256 256 1 0.0 -0.7528917749532082 -4.000253680503668 0.6976095901525152 0 0 0
257 257 1 0.0 -4.185222609724539 4.07772725730271 -1.5736271421865062 0 0 0
258 258 1 0.0 1.0475951860085502 -2.5840098487802576 8.403838754555341 0 0 0
259 259 1 0.0 3.8341984263736517 -4.337076716212749 14.450163990120831 0 0 0
260 260 1 0.0 4.107939971046083 2.8034803651050524 2.898399219342945 0 0 0
261 261 1 0.0 2.7512903839653715 1.0657169448349704 7.1972838322935715 0 0 0
262 262 1 0.0 2.328081760568387 -0.6257234844316422 7.701105327567483 0 0 0
263 263 1 0.0 4.551391383048589 -2.173920629800039 -10.823079952454288 0 0 0
264 264 1 0.0 3.557711661497864 -3.944918691502781 -13.06547478444827 0 0 0
265 265 1 0.0 4.060384215075052 -4.844535467399455 -3.584265166438515 0 0 0
266 266 1 0.0 -3.7298505507502258 -2.849891771904287 4.8891869818852065 0 0 0
267 267 1 0.0 1.2537341330790799 -4.749336424771436 -6.153741958025691 0 0 0
268 268 1 0.0 -0.9720239089785698 3.168240625831034 5.537050302805916 0 0 0
269 269 1 0.0 3.03830919863813 0.9659999981857856 -7.589524486586515 0 0 0
270 270 1 0.0 -0.3395343906610382 -2.5946706189703708 -7.236640767426118 0 0 0
271 271 1 0.0 -1.2470027608519474 -3.986094264732877 -3.0038051459381894 0 0 0
272 272 1 0.0 4.296326299734371 -4.899233002161841 7.260236024271059 0 0 0
273 273 1 0.0 -2.321242015546754 -2.5403041313262174 -1.8937704827534727 0 0 0
274 274 1 0.0 2.3711863399299737 -0.028108437733327385 -3.576950289880328 0 0 0
275 275 1 0.0 -2.2603166969122377 4.922511756419091 6.3472776545558816 0 0 0
276 276 1 0.0 0.26129065600276746 -2.4401581258645666 -4.740185141578978 0 0 0
277 277 1 0.0 -3.7530978254434633 3.8609849763307036 -11.295877313799076 0 0 0
278 278 1 0.0 -2.1564947158690173 -2.0760428823390997 -4.811370027855373 0 0 0
279 279 1 0.0 -2.5471784336937464 -1.370775905530115 -6.950258874844172 0 0 0
280 280 1 0.0 3.579707035482963 0.7345883582362447 -12.699185656792979 0 0 0
281 281 1 0.0 -3.308346751424037 0.9433423687137976 -10.126795408573706 0 0 0
282 282 1 0.0 -0.9894571654221318 0.42126550942576646 -6.3498193971348 0 0 0
283 283 1 0.0 0.8561071467265604 4.376955188346358 4.537375443710964 0 0 0
284 284 1 0.0 1.3310280070761422 3.0672926895324224 13.948724946026253 0 0 0
285 285 1 0.0 2.742024588478273 3.8471984066944707 13.399776379978064 0 0 0
286 286 1 0.0 -3.9894779333642494 -3.4538639018533237 -3.705760318513514 0 0 0
287 287 1 0.0 -4.363367217402491 -1.2103564511295084 7.548439159397297 0 0 0
288 288 1 0.0 2.363085035363336 -0.6312670717142819 4.179874026150419 0 0 0
289 289 1 0.0 4.92925508324414 -1.3049227231941973 12.432038617094836 0 0 0
290 290 1 0.0 1.7285365435881967 4.38060813302444 1.1316225047372441 0 0 0
291 291 1 0.0 -4.592237028700104 -2.4144669180245906 -10.240586075112851 0 0 0
292 292 1 0.0 -1.211125960750886 -4.944154191288083 3.0386901853328645 0 0 0
293 293 1 0.0 -2.3769426409816763 1.0550130516472738 -3.8201294188570465 0 0 0
294 294 1 0.0 -4.468615259884874 3.3948317841393845 -14.290296069250484 0 0 0
295 295 1 0.0 4.309199013549993 -4.492114109651217 -11.606545825200769 0 0 0
296 296 1 0.0 0.9297949976386732 0.2534754656339455 3.1654174595071076 0 0 0
297 297 1 0.0 0.0571263387002201 3.419272321806533 -10.247401394013547 0 0 0
298 298 1 0.0 3.6986253502426223 -4.783229178237086 9.10908730956442 0 0 0
299 299 1 0.0 1.9028085022925723 3.55686974649881 -6.229084121234328 0 0 0
300 300 1 0.0 1.2390893475890765 4.029005382218191 12.338014607528173 0 0 0
301 301 1 0.0 -4.2625926351336085 -4.723106123876867 11.627653403059963 0 0 0
302 302 1 0.0 -2.4200725881223195 3.7484907047052225 -1.1973148996002578 0 0 0
303 303 1 0.0 -1.9376945309897167 -1.967673968923437 -10.448544762552347 0 0 0
304 304 1 0.0 1.6710457149994848 0.6250258735272141 -0.5007426937406017 0 0 0
305 305 1 0.0 2.6180812457939595 -0.05295561197738419 -2.810851970099449 0 0 0
306 306 1 0.0 -4.829382476133554 2.3252255593434326 -13.25796535323219 0 0 0
307 307 1 0.0 -4.175117105987466 -4.991358058837468 -5.543700139883928 0 0 0
308 308 1 0.0 1.9287868468087597 -4.422257762616115 5.714422368556296 0 0 0
309 309 1 0.0 -4.320737906235804 -4.5403091216619185 -3.078494328419035 0 0 0
310 310 1 0.0 -1.217360142260191 2.816946788390587 8.648348157264568 0 0 0
311 311 1 0.0 -3.903019385423663 0.8302004019667848 12.204860178109744 0 0 0
312 312 1 0.0 -2.3477937911805613 4.3870420357579825 3.4515670631118596 0 0 0
313 313 1 0.0 -1.9085801065404642 -0.9043165990885074 -9.713084333731857 0 0 0
314 314 1 0.0 -4.814066106970629 1.556272119823511 1.9148489555532535 0 0 0
315 315 1 0.0 -2.332543388478273 -2.2753848545981716 -1.2106691352427355 0 0 0
316 316 1 0.0 4.952168767415262 2.0470106584882313 -7.6906277490978825 0 0 0
317 317 1 0.0 -3.2040082949094675 -4.7470202039453735 -10.472750168235613 0 0 0
318 318 1 0.0 -3.9079736663758338 1.37131396273303 -2.0409290455850773 0 0 0
319 319 1 0.0 -1.4673241977150528 -3.69885850914357 6.630599390867339 0 0 0
320 320 1 0.0 2.5964463568241882 3.758679880339626 2.494032611764741 0 0 0
321 321 1 0.0 -1.943109412578241 -1.608303276718149 12.382720092171745 0 0 0
322 322 1 0.0 -4.359394559675566 -1.6240581086808135 2.075297667052446 0 0 0
323 323 1 0.0 -0.7647020175738097 -4.633757786801297 1.5889049283133545 0 0 0
